"Date: 2024-05-22+0000"
"Version: 7.1"
"Status: 
0 Normal
"Life","🌈每日清单","整理去旅行带回来的东西 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-31T07:00:00+0000","2023-10-31T07:00:00+0000","","","3","2","2023-11-01T00:18:31+0000","2024-05-22T03:29:34+0000","-587068342294","America/Los_Angeles","true","false",,,"list","54",""
"Life","🌈每日清单","至少些1分钟的论文 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-31T07:00:00+0000","2023-10-31T07:00:00+0000","","","5","2","2023-10-31T10:17:59+0000","2024-05-22T03:29:35+0000","-586799906838","America/Los_Angeles","true","false",,,"list","55",""
"Life","🌈每日清单","申请工作 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-31T07:00:00+0000","2023-10-31T07:00:00+0000","","","5","2","2023-10-31T10:16:15+0000","2024-05-22T03:29:35+0000","-586531471382","America/Los_Angeles","true","false",,,"list","56",""
"Life","🌈每日清单","FALL GRAD CHECKLIST Friday, December 1 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","School, ticktick, Grad","![image](6bf143118cfcedeaa09668bd/58b4453d9d2eabc22b189df4.png)![file](bcd442bf859d36c1255a5ac1/FALL+2023+GRAD+CHECKLIST.pdf)","N","2023-12-01T08:00:00+0000","2023-12-01T08:00:00+0000","-P1DT15H0M0S","","3","2","2023-10-31T09:21:29+0000","2024-05-22T03:29:35+0000","-586263035926","America/Los_Angeles","true","false",,,"list","57",""
"Life","🌈每日清单","注册明天Santa Monica的会议 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-31T07:00:00+0000","2023-10-31T07:00:00+0000","","","5","2","2023-10-31T09:07:59+0000","2024-05-22T03:29:35+0000","-585994600470","America/Los_Angeles","true","false",,,"list","58",""
"Life","🌈每日清单","检查毕业清单 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","School, ticktick, Grad","","N","2023-10-30T07:00:00+0000","2023-10-30T07:00:00+0000","","","5","2","2023-10-30T21:15:43+0000","2024-05-22T03:29:35+0000","-585457729558","America/Los_Angeles","true","false",,,"list","59",""
"Life","🌈每日清单","关窗，关电器 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-26T07:00:00+0000","2023-10-26T07:00:00+0000","","","5","2","2023-10-26T11:01:53+0000","2024-05-22T03:29:35+0000","-584652423190","America/Los_Angeles","true","false",,,"list","60",""
"Life","🌈每日清单","收拾东西准备出发 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-26T07:00:00+0000","2023-10-26T07:00:00+0000","","","5","2","2023-10-26T11:01:15+0000","2024-05-22T03:29:35+0000","-584383987734","America/Los_Angeles","true","false",,,"list","61",""
"Life","🌈每日清单","整理一下我的A站好便于展示 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-26T07:00:00+0000","2023-10-26T07:00:00+0000","","","5","2","2023-10-26T08:59:07+0000","2024-05-22T03:29:35+0000","-584115552278","America/Los_Angeles","true","false",,,"list","62",""
"Life","🌈每日清单","检查我需要带去现场的东西（例如，纸质的简历） [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-26T07:00:00+0000","2023-10-26T07:00:00+0000","","","5","2","2023-10-26T07:34:10+0000","2024-05-22T03:29:36+0000","-583847116822","America/Los_Angeles","true","false",,,"list","63",""
"Life","🌈每日清单","检查，申请工作 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-24T07:00:00+0000","2023-10-24T07:00:00+0000","","","5","2","2023-10-25T04:56:33+0000","2024-05-22T03:29:36+0000","-583310245910","America/Los_Angeles","true","false",,,"list","64",""
"Life","🌈每日清单","今晚结束前给鼠标充电 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-25T03:00:00+0000","2023-10-25T03:00:00+0000","","","5","2","2023-10-25T00:57:11+0000","2024-05-22T03:29:36+0000","-583041810454","America/Los_Angeles","false","false",,,"list","65",""
"Life","🌈每日清单","制作lightbox的行程表 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-24T07:00:00+0000","2023-10-24T07:00:00+0000","","","5","2","2023-10-25T00:23:43+0000","2024-05-22T03:29:36+0000","-582773374998","America/Los_Angeles","true","false",,,"list","66",""
"Life","🌈每日清单","Paper [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-24T07:00:00+0000","2023-10-24T07:00:00+0000","","","5","2","2023-10-24T07:00:35+0000","2024-05-22T03:29:36+0000","-582236504086","America/Los_Angeles","true","false",,,"list","67",""
"Life","🌈每日清单","查看有什么可以申请的机会 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-23T07:00:00+0000","2023-10-23T07:00:00+0000","","","5","2","2023-10-24T02:24:51+0000","2024-05-22T03:29:36+0000","-581968068630","America/Los_Angeles","true","false",,,"list","68",""
"Life","🌈每日清单","阅读paper [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-23T07:00:00+0000","2023-10-23T07:00:00+0000","","","5","2","2023-10-23T08:01:34+0000","2024-05-22T03:29:36+0000","-581699633174","America/Los_Angeles","true","false",,,"list","69",""
"Life","🌈每日清单","检查有没有可以申请的职位 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-23T07:00:00+0000","2023-10-23T07:00:00+0000","","","5","2","2023-10-23T07:04:41+0000","2024-05-22T03:29:36+0000","-581431197718","America/Los_Angeles","true","false",,,"list","70",""
"Life","🌈每日清单","thesis paper [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-21T07:00:00+0000","2023-10-21T07:00:00+0000","","","5","2","2023-10-21T09:10:53+0000","2024-05-22T03:29:37+0000","-581162762262","America/Los_Angeles","true","false",,,"list","71",""
"Life","🌈每日清单","查看公司openday [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-21T07:00:00+0000","2023-10-21T07:00:00+0000","","","5","2","2023-10-21T09:11:01+0000","2024-05-22T03:29:37+0000","-581095653398","America/Los_Angeles","true","false",,,"list","72",""
"Life","🌈每日清单","记录今天收到的找工结果 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-20T07:00:00+0000","2023-10-20T07:00:00+0000","","","5","2","2023-10-20T10:56:07+0000","2024-05-22T03:29:37+0000","-580894326806","America/Los_Angeles","true","false",,,"list","73",""
"Life","🌈每日清单","更新AI [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-20T07:00:00+0000","2023-10-20T07:00:00+0000","","","5","2","2023-10-20T10:46:04+0000","2024-05-22T03:29:37+0000","-580625891350","America/Los_Angeles","true","false",,,"list","74",""
"Life","🌈每日清单","决定挂上墙的东西 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-20T07:00:00+0000","2023-10-20T07:00:00+0000","","","5","2","2023-10-20T10:44:57+0000","2024-05-22T03:29:37+0000","-580357455894","America/Los_Angeles","true","false",,,"list","75",""
"Life","🌈每日清单","整理买回家的东西 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-20T07:00:00+0000","2023-10-20T07:00:00+0000","","","5","2","2023-10-20T10:44:41+0000","2024-05-22T03:29:37+0000","-580089020438","America/Los_Angeles","true","false",,,"list","76",""
"Life","🌈每日清单","进一步了解lightbox的信息 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-17T07:00:00+0000","2023-10-17T07:00:00+0000","","","5","2","2023-10-17T10:40:55+0000","2024-05-22T03:29:37+0000","-579820584982","America/Los_Angeles","true","false",,,"list","77",""
"Life","🌈每日清单","申请今天新的职位 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-17T07:00:00+0000","2023-10-17T07:00:00+0000","","","5","2","2023-10-17T10:40:21+0000","2024-05-22T03:29:37+0000","-579552149526","America/Los_Angeles","true","false",,,"list","78",""
"Life","🌈每日清单","完善lightbox的资料 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-16T07:00:00+0000","2023-10-16T07:00:00+0000","","","5","2","2023-10-16T10:00:26+0000","2024-05-22T03:29:37+0000","-579283714070","America/Los_Angeles","true","false",,,"list","79",""
"Life","🌈每日清单","做thesis [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-16T07:00:00+0000","2023-10-16T07:00:00+0000","","","5","2","2023-10-16T09:57:18+0000","2024-05-22T03:29:38+0000","-579015278614","America/Los_Angeles","true","false",,,"list","80",""
"Life","🌈每日清单","申请工作 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-16T07:00:00+0000","2023-10-16T07:00:00+0000","","","5","2","2023-10-16T08:07:20+0000","2024-05-22T03:29:38+0000","-578746843158","America/Los_Angeles","true","false",,,"list","81",""
"Life","🌈每日清单","更新AI系统 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-16T07:00:00+0000","2023-10-16T07:00:00+0000","","","5","2","2023-10-16T08:05:21+0000","2024-05-22T03:29:38+0000","-578478407702","America/Los_Angeles","true","false",,,"list","82",""
"Life","🌈每日清单","跟绣询问snap的事 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-12T07:00:00+0000","2023-10-12T07:00:00+0000","","","5","2","2023-10-12T21:34:41+0000","2024-05-22T03:29:38+0000","-578209972246","America/Los_Angeles","true","false",,,"list","83",""
"Life","🌈每日清单","申请已经save的职位 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-12T07:00:00+0000","2023-10-12T07:00:00+0000","","","5","2","2023-10-12T21:07:36+0000","2024-05-22T03:29:38+0000","-577941536790","America/Los_Angeles","true","false",,,"list","84",""
"Life","🌈每日清单","使用weee买东西 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","","","","","1","2","2023-10-12T07:43:56+0000","2024-05-22T03:29:38+0000","-577673101334","America/Los_Angeles","true","false",,,"list","85",""
"Life","🌈每日清单","6.出一张图，然后签名 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-12T07:00:00+0000","2023-10-12T07:00:00+0000","","","5","2","2023-10-12T07:39:47+0000","2024-05-22T03:29:38+0000","-577404665878","America/Los_Angeles","true","false",,,"list","86",""
"Life","🌈每日清单","5.更新一下ai工具，把好用的二次元模型下载下来 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-11T07:00:00+0000","2023-10-11T07:00:00+0000","","","5","2","2023-10-12T06:52:13+0000","2024-05-22T03:29:38+0000","-577136230422","America/Los_Angeles","true","false",,,"list","87",""
"Life","🌈每日清单","4.为明天的meeting做准备 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-11T07:00:00+0000","2023-10-11T07:00:00+0000","","","5","2","2023-10-12T06:45:47+0000","2024-05-22T03:29:39+0000","-576867794966","America/Los_Angeles","true","false",,,"list","88",""
"Life","🌈每日清单","3.申请工作 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-11T07:00:00+0000","2023-10-11T07:00:00+0000","","","5","2","2023-10-12T06:43:41+0000","2024-05-22T03:29:39+0000","-576599359510","America/Los_Angeles","true","false",,,"list","89",""
"Life","🌈每日清单","2.写一下要做的计划 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-12T03:00:00+0000","2023-10-12T03:00:00+0000","","","5","2","2023-10-12T06:43:06+0000","2024-05-22T03:29:39+0000","-576330924054","America/Los_Angeles","false","false",,,"list","90",""
"Life","🌈每日清单","1.确定明天的会面时间 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-11T07:00:00+0000","2023-10-11T07:00:00+0000","","","5","2","2023-10-12T06:42:56+0000","2024-05-22T03:29:39+0000","-576062488598","America/Los_Angeles","true","false",,,"list","91",""
"Life","🌈每日清单","Bing L. meet with Mark [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-12T22:00:00+0000","2023-10-12T22:00:00+0000","","","5","2","2023-09-23T04:06:31+0000","2024-05-22T03:29:39+0000","-288299679756","America/Los_Angeles","false","false",,,"list","92",""
"Life","🌈每日清单","Requested appointment: Friday, September 29, 2023 at 4:00 p.m. [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-09-29T23:00:00+0000","2023-09-29T23:00:00+0000","","","5","2","2023-09-24T04:19:55+0000","2024-05-22T03:29:39+0000","-26038239254","America/Los_Angeles","false","false",,,"list","93",""
"Life","🌈每日清单","搜索控制屏幕亮度的app [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-09-05T07:00:00+0000","2023-09-05T07:00:00+0000","","","1","2","2023-09-06T03:27:33+0000","2024-05-22T03:29:39+0000","-25501368342","America/Los_Angeles","true","false",,,"list","94",""
"Life","🌈每日清单","申请昨天看好的工作 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-09-04T07:00:00+0000","2023-09-04T07:00:00+0000","","","3","2","2023-09-06T03:26:36+0000","2024-05-22T03:29:39+0000","-25232932886","America/Los_Angeles","true","false",,,"list","95",""
"Life","🌈每日清单","交学费 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-09-05T07:00:00+0000","2023-09-05T07:00:00+0000","","","5","2","2023-09-06T03:25:03+0000","2024-05-22T03:29:40+0000","-24964497430","America/Los_Angeles","true","false",,,"list","96",""
"Life","🌈每日清单","毕设场景 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","CHECKLIST","ticktick","▫1.调整场景的比例，把它放到UE中▫2.把收集到的参考图放到pureref里▫3.设计最后的道具，AI ref-草稿-AI","Y","2023-08-30T07:00:00+0000","2023-08-30T07:00:00+0000","","","5","2","2023-08-30T17:44:52+0000","2024-05-22T03:29:40+0000","-24696061974","America/Los_Angeles","true","false",,,"list","97",""
"Life","🌈每日清单","about the Activision Blizzard King internship application process. Please make sure to include your most recent resume Aug 30th 2023 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","![image](abe9405eb92c9248e0bf8ac9/93574e29aadaae6cf20e1ea7.png)","N","2023-08-30T17:00:00+0000","2023-08-30T17:00:00+0000","-PT60M
-PT1440M","","5","2","2023-08-25T07:15:24+0000","2024-05-22T03:29:40+0000","-24427626518","America/Los_Angeles","false","false",,,"list","98",""
"Life","🌈每日清单","Applying for our Internships on Aug 22, 2023, 10:00 AM - 10:30 AM [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-08-22T17:00:00+0000","2023-08-22T17:00:00+0000","","","5","2","2023-08-16T12:01:43+0000","2024-05-22T03:29:40+0000","-23085449238","America/Los_Angeles","false","false",,,"list","99",""
"Life","🌈每日清单","0: Read the document and list the important required [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-07-13T07:00:00+0000","2023-07-13T07:00:00+0000","","","0","2","2023-07-12T22:51:26+0000","2024-05-22T03:29:40+0000","-15032385558","America/Los_Angeles","false","false",,,"list","100",""
"Life","🌈每日清单","0: Read the document and list the important required [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-07-13T07:00:00+0000","2023-07-13T07:00:00+0000","","","5","2","2023-07-12T22:48:34+0000","2024-05-22T03:29:40+0000","-14763950102","America/Los_Angeles","false","false",,,"list","101",""
"Life","🌈每日清单","0: Read the document and list the important required [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","CHECKLIST","ticktick","▫","Y","2023-07-13T07:00:00+0000","2023-07-13T07:00:00+0000","","","5","2","2023-07-12T22:48:58+0000","2024-05-22T03:29:40+0000","-14495514646","America/Los_Angeles","false","false",,,"list","102",""
"Life","🌈每日清单","Zoox - World Builder Art Test [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-07-12T07:00:00+0000","2023-07-12T07:00:00+0000","","","5","2","2023-07-12T22:41:13+0000","2024-05-22T03:29:41+0000","-14227079190","America/Los_Angeles","true","false",,,"list","103",""
